[0.e+00 0.e+00 1.e+00 1.e+27]
[1.0000000e+00 1.6339125e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 1.63006283e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.62814077e+22 0.00000000e+00 0.00000000e+00]
[1.0000e+00 1.6276e+22 0.0000e+00 0.0000e+00]
[1.00000000e+00 1.62722502e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 1.6242907e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 1.62150549e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 2.21301043e+22 1.00000000e+00 1.61640793e+22]
[1.00000000e+00 1.61418216e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.60627513e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 2.27200662e+22 0.00000000e+00 0.00000000e+00]
[2.0000000e+00 2.3537513e+23 1.0000000e+00 2.2000000e+23]
[2.00000000e+00 2.33439856e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.82836559e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.82361895e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.82273787e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.82182775e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 1.86867275e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.81543734e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.80709171e+22 0.00000000e+00 0.00000000e+00]
[1.000000e+00 1.800517e+22 0.000000e+00 0.000000e+00]
[1.00000000e+00 1.80014473e+22 0.00000000e+00 0.00000000e+00]
[1.0e+00 1.8e+22 0.0e+00 0.0e+00]
[3.00000000e+00 5.79264041e+22 2.00000000e+00 5.79264041e+22]
[1.00000000e+00 1.79737356e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.79716155e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.79682496e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.79388118e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 1.7904662e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 1.78803042e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.78696598e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.78664231e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.78583193e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 6.41234693e+21 1.00000000e+00 6.41200000e+21]
[4.00000000e+00 3.39167829e+23 3.00000000e+00 3.39167829e+23]
[1.00000000e+00 1.69767394e+22 1.00000000e+00 1.69767394e+22]
[2.00000000e+00 1.25799736e+23 1.00000000e+00 1.25799736e+23]
[1.00000000e+00 3.20441857e+21 1.00000000e+00 3.20441857e+21]
[1.0000000e+00 1.8396919e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 1.85266149e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 2.15504349e+23 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 1.9346549e+22 0.0000000e+00 0.0000000e+00]
[2.00000000e+00 2.21731614e+22 0.00000000e+00 0.00000000e+00]
[1.0000e+00 1.9281e+22 0.0000e+00 0.0000e+00]
[1.00000000e+00 1.92578596e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.92513289e+22 1.00000000e+00 1.92513289e+22]
[1.0000000e+00 1.9236842e+22 0.0000000e+00 0.0000000e+00]
[2.00000000e+00 1.22077897e+23 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.92242455e+22 0.00000000e+00 0.00000000e+00]
[1.0e+00 1.9e+22 1.0e+00 1.9e+22]
[1.00000000e+00 1.89986477e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.89839325e+22 0.00000000e+00 0.00000000e+00]
[3.00000000e+00 5.08450444e+22 1.00000000e+00 5.08450444e+22]
[1.00000000e+00 1.88889898e+22 1.00000000e+00 1.88889898e+22]
[1.00000000e+00 1.88573507e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.88270196e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.88054892e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.87899497e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 2.60888493e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.87395092e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.87182081e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.86937129e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.86519872e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.86170776e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.86160604e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.85958561e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.85405303e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 3.26232951e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.94457444e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.35984295e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.34311293e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.13708831e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.13372671e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.12332438e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.11905386e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.11709019e+22 0.00000000e+00 0.00000000e+00]
[8.00000000e+00 1.18626761e+23 1.00000000e+00 9.87288945e+22]
[3.00000000e+00 2.70472849e+23 1.00000000e+00 2.40472849e+23]
[2.00000000e+00 5.63994329e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 6.50968155e+22 1.00000000e+00 6.50968155e+22]
[1.00000000e+00 3.09921165e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.08582641e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.08415217e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.07431724e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.06939984e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.06607978e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.06513945e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.06402289e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.05463467e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.04405915e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 5.82650863e+22 1.00000000e+00 5.82650863e+22]
[1.00000000e+00 3.03804221e+22 0.00000000e+00 0.00000000e+00]
[2.00000000e+00 3.91733832e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.03549642e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.03073507e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.02760061e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.01839339e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.01824082e+22 1.00000000e+00 3.01824082e+22]
[1.00000000e+00 3.13729301e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.34338314e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.13847557e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.16905956e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.33388031e+22 1.00000000e+00 3.33388031e+22]
[1.00000000e+00 3.32428043e+22 1.00000000e+00 3.32428043e+22]
[1.00000000e+00 3.30680192e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.29955717e+22 0.00000000e+00 0.00000000e+00]
[3.00000000e+00 7.75890542e+23 1.00000000e+00 7.75890542e+23]
[1.00000000e+00 3.29720791e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.29107027e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.27815689e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.26975476e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.26521728e+22 0.00000000e+00 0.00000000e+00]
[3.00000000e+00 4.51848069e+23 1.00000000e+00 4.51848069e+23]
[1.00000000e+00 3.25578852e+22 0.00000000e+00 0.00000000e+00]
[1.00e+00 3.25e+22 0.00e+00 0.00e+00]
[1.00000000e+00 3.24919622e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.24655779e+22 0.00000000e+00 0.00000000e+00]
[3.00000000e+00 6.28834199e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.22667873e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 3.2239334e+22 0.0000000e+00 0.0000000e+00]
[2.0000000e+00 8.2758315e+22 1.0000000e+00 8.2758315e+22]
[1.00000000e+00 3.20931205e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.19659987e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.19590105e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.19543428e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.18717595e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 3.1864448e+22 0.0000000e+00 0.0000000e+00]
[1.0000000e+00 3.1740769e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 3.16966895e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 3.14096568e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.94547492e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 1.95313091e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 2.14547867e+22 0.00000000e+00 0.00000000e+00]
[1.00000000e+00 2.12934654e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 2.1276995e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 2.12766044e+22 1.00000000e+00 2.12766044e+22]
[1.00000000e+00 2.12659237e+22 0.00000000e+00 0.00000000e+00]
[1.0000000e+00 2.1263275e+22 0.0000000e+00 0.0000000e+00]
[1.00000000e+00 2.12330487e+22 0.00000000e+00 0.00000000e+00]
